id,title,company,location,url,source,company_type,fit_score,apply_flag,posted_date,status,applied_at,notes
matta_ai_chief_of_staff_2025_12_15,Chief of Staff,Matta.AI,,,manual_import,ai-startup,,0,2025-12-15,no_reply,2025-12-15,
bt_group_senior_manager__portfolio_strategic_initiatives_2026_01_08,"Senior Manager, Portfolio Strategic Initiatives",BT Group,,,manual_import,big-finance,,0,2026-01-08,rejected_interview,,Round 3 — case study — Bypassed recruiter and team screen via networking. Lost on case: financial uplift was missing. Timing also flagged as too early.
skild_ai_tbd__summer_intern__2026_01_01,TBD (Summer Intern),Skild AI,,,manual_import,ai-startup,,0,2026-01-01,no_reply,2026-01-01,
mastercard_product_innovation_manager__r_259893__2026_01_14,Product Innovation Manager (R-259893),Mastercard,,,manual_import,big-finance,,0,2026-01-14,no_reply,2026-01-14,
luminance_product_manager_2026_01_14,Product Manager,Luminance,,,manual_import,startup,,0,2026-01-14,no_reply,2026-01-14,
burns_sheehan_senior_product_manager_2026_01_14,Senior Product Manager,Burns Sheehan,,,manual_import,recruiter,,0,2026-01-14,no_reply,2026-01-14,
la_fosse_senior_product_manager_2026_01_14,Senior Product Manager,La Fosse,,,manual_import,recruiter,,0,2026-01-14,no_reply,2026-01-14,
salt_revops___strategy_manager_2026_01_14,RevOps & Strategy Manager,Salt,,,manual_import,startup,,0,2026-01-14,no_reply,2026-01-14,
pump_co_technical_product_manager_2026_01_14,Technical Product Manager,Pump.co,,,manual_import,startup,,0,2026-01-14,no_reply,2026-01-14,
governr_chief_of_staff_2026_01_14,Chief of Staff,Governr,,,manual_import,ai-startup,,0,2026-01-14,no_reply,2026-01-14,
dartmouth_partners_senior_strategy_manager_2026_01_14,Senior Strategy Manager,Dartmouth Partners,,,manual_import,vc-firm,,0,2026-01-14,no_reply,2026-01-14,
flamapp_ai_chief_of_staff_2026_01_14,Chief of Staff,Flamapp.ai,,,manual_import,ai-startup,,0,2026-01-14,rejected_early,,"Post-application — Needed immediate hire. Timing mismatch, not a fit or skill issue."
aui_product_manager_2026_01_14,Product Manager,AUI,,,manual_import,ai-startup,,0,2026-01-14,no_reply,2026-01-14,
squad_strategic_initiatives___ops_manager_2026_01_16,Strategic Initiatives & Ops Manager,Squad,,,manual_import,startup,,0,2026-01-16,no_reply,2026-01-16,
swap_revenue_strategy___operations_manager_2026_01_16,Revenue Strategy & Operations Manager,Swap,,,manual_import,startup,,0,2026-01-16,no_reply,2026-01-16,
google_associate_manager__product_strategy_and_ops_2026_01_16,"Associate Manager, Product Strategy and Ops",Google,,,manual_import,big-tech,,0,2026-01-16,no_reply,2026-01-16,
microsoft_business_program_management___mba_2026_01_18,Business Program Management - MBA,Microsoft,,,manual_import,big-tech,,0,2026-01-18,no_reply,2026-01-18,
galaxy_ventures_general_talent_pool_2026_01_21,General Talent Pool,Galaxy Ventures,,,manual_import,vc-firm,,0,2026-01-21,no_reply,2026-01-21,
galaxy_ventures_associate__strategy___corporate_development_2026_01_21,"Associate, Strategy & Corporate Development",Galaxy Ventures,,,manual_import,vc-firm,,0,2026-01-21,no_reply,2026-01-21,
revolut_product_strategy_manager_2026_01_22,Product Strategy Manager,Revolut,,,manual_import,fintech,,0,2026-01-22,no_reply,2026-01-22,
scale_ai_business_operations__gps_2026_04_05,"Business Operations, GPS",Scale AI,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
32co_operations_and_strategy_associate_2026_04_05,Operations and Strategy Associate,32Co,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
mercor_strategic_project_lead_2026_04_05,Strategic Project Lead,Mercor,,,manual_import,ai-startup,,0,2026-04-05,rejected_interview,,Round 3 superday — 7 hour case. No feedback provided on rejection.
orbital_strategy_2026_04_05,Strategy,Orbital,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
dealops_forward_deploy_specialist_2026_04_05,Forward Deploy Specialist,Dealops,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
happyrobot_strategy_and_operations_2026_04_05,Strategy and Operations,HappyRobot,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
valence_associate__strategy_and_operations_2026_04_05,"Associate, Strategy and Operations",Valence,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
entain_strategy_manager_2026_04_05,Strategy Manager,Entain,,,manual_import,big-finance,,0,2026-04-05,no_reply,2026-04-05,
ebay_strategy___ops_manager_2026_04_05,Strategy & Ops Manager,eBay,,,manual_import,startup,,0,2026-04-05,no_reply,2026-04-05,
adobe_business_ops_lead_2026_04_05,Business Ops Lead,Adobe,,,manual_import,big-tech,,0,2026-04-05,no_reply,2026-04-05,
per_venture_associate_2026_04_05,Venture Associate,PER,,,manual_import,startup,,0,2026-04-05,no_reply,2026-04-05,
uber_strategic_ops_lead_2026_04_05,Strategic Ops Lead,Uber,,,manual_import,big-tech,,0,2026-04-05,no_reply,2026-04-05,
tiktok_strategy_and_ops_2026_04_05,Strategy and Ops,TikTok,,,manual_import,big-tech,,0,2026-04-05,no_reply,2026-04-05,
greylock_partners_strategy_and_ops_lead_2026_04_05,Strategy and Ops Lead,Greylock Partners,,,manual_import,vc-firm,,0,2026-04-05,no_reply,2026-04-05,
handshake_strategic_project_lead_2026_04_05,Strategic Project Lead,Handshake,,,manual_import,ai-startup,,0,2026-04-05,rejected_interview,,Round 1 — recruiter screen — Story was not set yet. Stumbled in the interview. Own assessment: narrative wasn't ready at that point.
valon_strategy_and_ops_senior_associate_2026_04_05,Strategy and Ops Senior Associate,Valon,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
datadog_manager__gtm_strategy_ops_2026_04_05,"Manager, GTM/Strategy/Ops",DataDog,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
notion_partner_strategy_and_ops_manager_2026_04_05,Partner Strategy and Ops Manager,Notion,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
zip_gtm_strategy_and_ops_2026_04_05,GTM Strategy and Ops,Zip,,,manual_import,fintech,,0,2026-04-05,no_reply,2026-04-05,
parloa_business_generalist_2026_04_05,Business Generalist,Parloa,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
glossgenius_strategy___ops_manager_2026_04_05,Strategy & Ops Manager,GlossGenius,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
cohere_business_ops_lead_2026_04_05,Business Ops Lead,Cohere,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
figma_business_ops_lead_2026_04_05,Business Ops Lead,Figma,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
twitch_senior_manager__strategy_and_ops_2026_04_05,"Senior Manager, Strategy and Ops",Twitch,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
navan_gtm_strategy_and_ops_2026_04_05,GTM Strategy and Ops,Navan,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
verve_strategy_and_ops_lead_2026_04_05,Strategy and Ops Lead,Verve,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
deeptune_strategic_project_lead_2026_04_05,Strategic Project Lead,Deeptune,,,manual_import,ai-startup,,0,2026-04-05,no_reply,2026-04-05,
poseidon_strategic_initiatives___ops_manager_2026_04_06,Strategic Initiatives & Ops Manager,Poseidon,,,manual_import,ai-startup,,0,2026-04-06,rejected_interview,,"Round 2 — team (ghosted, then informed 3 weeks later) — Went with candidate more closely aligned to their needs. Ghosted after round 2 — recruiter only followed up 3 weeks later."
harvey_gtm_strategy_and_ops_2026_04_07,GTM Strategy and Ops,Harvey,,,manual_import,ai-startup,,0,2026-04-07,no_reply,2026-04-07,
scribe__2026_04_07,(not recorded),Scribe,,,manual_import,ai-startup,,0,2026-04-07,no_reply,2026-04-07,
notion_gtm_ai_and_innovation_manager_2026_04_07,GTM AI and Innovation Manager,Notion,,,manual_import,ai-startup,,0,2026-04-07,no_reply,2026-04-07,
hebbia_solution_engineer_2026_04_07,Solution Engineer,Hebbia,,,manual_import,ai-startup,,0,2026-04-07,rejected_interview,,"Round 1 — hiring manager — Came in via referral. Eliminated by hiring manager. Likely factors: sales-heavy role mismatch, visa friction."
checkout_com_chief_of_staff_to_cmo_2026_04_07,Chief of Staff to CMO,Checkout.com,,,manual_import,fintech,,0,2026-04-07,no_reply,2026-04-07,
transformworks_chief_of_staff_2026_04_07,Chief of Staff,TransformWorks,,,manual_import,ai-startup,,0,2026-04-07,rejected_interview,,Round 1 — recruiter — Recruiter screen passed but team did not select profile to move forward.
textio__2026_04_09,(not recorded),Textio,,,manual_import,ai-startup,,0,2026-04-09,no_reply,2026-04-09,
mongodb__2026_04_09,(not recorded),MongoDB,,,manual_import,ai-startup,,0,2026-04-09,no_reply,2026-04-09,
snowflake_strategic_initiatives_associate_2026_04_09,Strategic Initiatives Associate,Snowflake,,,manual_import,ai-startup,,0,2026-04-09,no_reply,2026-04-09,
oura_senior_business_ops_program_manager_2026_04_09,Senior Business Ops Program Manager,Oura,,,manual_import,ai-startup,,0,2026-04-09,no_reply,2026-04-09,
stripe_product_strategy_and_ops_2026_04_09,Product Strategy and Ops,Stripe,,,manual_import,ai-startup,,0,2026-04-09,no_reply,2026-04-09,
plaid_business_ops_lead_2026_04_09,Business Ops Lead,Plaid,,,manual_import,ai-startup,,0,2026-04-09,no_reply,2026-04-09,
uber_senior_strategic_ops_manager_2026_04_09,Senior Strategic Ops Manager,Uber,,,manual_import,big-tech,,0,2026-04-09,no_reply,2026-04-09,
planlabs_chief_of_staff_2026_04_09,Chief of Staff,Planlabs,,,manual_import,ai-startup,,0,2026-04-09,no_reply,2026-04-09,
adobe_associate__corp_strategy_2026_04_12,"Associate, Corp Strategy",Adobe,,,manual_import,big-tech,,0,2026-04-12,no_reply,2026-04-12,
forter_strategy_and_ops_associate_2026_04_12,Strategy and Ops Associate,Forter,,,manual_import,ai-startup,,0,2026-04-12,no_reply,2026-04-12,
flex_cos_vp_of_ops_2026_04_12,CoS/VP of Ops,Flex,,,manual_import,startup,,0,2026-04-12,no_reply,2026-04-12,
arch_chief_of_staff_2026_04_12,Chief of Staff,Arch,,,manual_import,startup,,0,2026-04-12,no_reply,2026-04-12,
check__2026_04_12,(not recorded),Check,,,manual_import,startup,,0,2026-04-12,no_reply,2026-04-12,
crucibl_chief_of_staff_2026_04_12,Chief of Staff,Crucibl,,,manual_import,startup,,0,2026-04-12,no_reply,2026-04-12,
workboard_ai__2026_04_12,(not recorded),WorkBoard AI,,,manual_import,startup,,0,2026-04-12,no_reply,2026-04-12,
google__2026_04_12,(not recorded),Google,,,manual_import,big-tech,,0,2026-04-12,no_reply,2026-04-12,
ocean_infinity_chief_of_staff_2026_04_12,Chief of Staff,Ocean Infinity,,,manual_import,startup,,0,2026-04-12,no_reply,2026-04-12,
zen_educate_product_ops_manager_2026_04_12,Product Ops Manager,Zen Educate,,,manual_import,startup,,0,2026-04-12,no_reply,2026-04-12,
anterior_director_of_ops_2026_04_12,Director of Ops,Anterior,,,manual_import,health-tech,,0,2026-04-12,no_reply,2026-04-12,
clay_strategy_and_ops_manager_2026_04_12,Strategy and Ops Manager,Clay,,,manual_import,startup,,0,2026-04-12,no_reply,2026-04-12,
cleo_ai_strategy_and_ops_manager_2026_04_12,Strategy and Ops Manager,Cleo AI,,,manual_import,ai-startup,,0,2026-04-12,no_reply,2026-04-12,
actively_ai_cos_to_ceo_2026_04_13,CoS to CEO,Actively AI,,,manual_import,ai-startup,,0,2026-04-13,no_reply,2026-04-13,
northslope_business_ops_and_strategy_2026_04_13,Business Ops and Strategy,Northslope,,,manual_import,ai-startup,,0,2026-04-13,no_reply,2026-04-13,
hockeystack_strategy_and_operations_principal___manager_2026_04_13,Strategy and Operations Principal / Manager,HockeyStack,,,manual_import,ai-startup,,0,2026-04-13,rejected_interview,,Round 1 — recruiter — Recruiter screen passed but team did not select profile to move forward.
cognition_business_ops_2026_04_13,Business Ops,Cognition,,,manual_import,ai-startup,,0,2026-04-13,no_reply,2026-04-13,
thread_ai_business_ops_strategist_2026_04_14,Business Ops Strategist,Thread AI,,,manual_import,ai-startup,,0,2026-04-14,no_reply,2026-04-14,
voy_strategy_and_ops_manager_2026_04_14,Strategy and Ops Manager,Voy,,,manual_import,startup,,0,2026-04-14,no_reply,2026-04-14,
wheely_founder_s_associate_2026_04_14,Founder's Associate,Wheely,,,manual_import,ai-startup,,0,2026-04-14,no_reply,2026-04-14,
spotify_markets_strategy_and_ops_manager_2026_04_14,Markets Strategy and Ops Manager,Spotify,,,manual_import,big-tech,,0,2026-04-14,no_reply,2026-04-14,
pallett_gtm_chief_of_staff_2026_04_14,GTM Chief of Staff,Pallett,,,manual_import,ai-startup,,0,2026-04-14,no_reply,2026-04-14,
superannotate_strategy_and_ops_manager_2026_04_14,Strategy and Ops Manager,SuperAnnotate,,,manual_import,ai-startup,,0,2026-04-14,no_reply,2026-04-14,
edra_strategy_and_ops_2026_04_14,Strategy and Ops,Edra,,,manual_import,ai-startup,,0,2026-04-14,no_reply,2026-04-14,
vertice_gtm_strategy_and_ops_2026_04_15,GTM Strategy and Ops,Vertice,,,manual_import,startup,,0,2026-04-15,rejected_interview,,Round 1 — recruiter — Team did not select profile. Described as a very close decision.
loop_ai_product_strategy_and_ops_2026_04_15,Product Strategy and Ops,Loop AI,,,manual_import,ai-startup,,0,2026-04-15,no_reply,2026-04-15,
via_strategy_and_ops_2026_04_15,Strategy and Ops,Via,,,manual_import,startup,,0,2026-04-15,no_reply,2026-04-15,
rws_group_chief_of_staff_2026_04_15,Group Chief of Staff,RWS,,,manual_import,ai-startup,,0,2026-04-15,no_reply,2026-04-15,
airwallex_operations_strategy_senior_manager_2026_04_15,Operations Strategy Senior Manager,Airwallex,,,manual_import,ai-startup,,0,2026-04-15,no_reply,2026-04-15,
vector8_ai_strategist_2026_04_15,AI Strategist,Vector8,,,manual_import,ai-startup,,0,2026-04-15,no_reply,2026-04-15,
wayve_commercial_strategy_manager_2026_04_15,Commercial Strategy Manager,Wayve,,,manual_import,ai-startup,,0,2026-04-15,no_reply,2026-04-15,
rivian_chief_of_staff_2026_04_15,Chief of Staff,Rivian,,,manual_import,ai-startup,,0,2026-04-15,no_reply,2026-04-15,
seamflow_chief_of_staff_2026_04_15,Chief of Staff,Seamflow,,,manual_import,ai-startup,,0,2026-04-15,no_reply,2026-04-15,
multiverse_chief_of_staff_2026_04_15,Chief of Staff,Multiverse,,,manual_import,ai-startup,,0,2026-04-15,no_reply,2026-04-15,
verto_expansion_lead_2026_04_16,Expansion Lead,Verto,,,manual_import,ai-startup,,0,2026-04-16,no_reply,2026-04-16,
faculty_senior_manager_2026_04_16,Senior Manager,Faculty,,,manual_import,ai-startup,,0,2026-04-16,no_reply,2026-04-16,
thought_machine_engineering_program_manager_2026_04_16,Engineering Program Manager,Thought Machine,,,manual_import,ai-startup,,0,2026-04-16,no_reply,2026-04-16,
monzo_senior_product_ops_2026_04_16,Senior Product Ops,Monzo,,,manual_import,ai-startup,,0,2026-04-16,no_reply,2026-04-16,
sumup_strategy_and_ops_manager_2026_04_16,Strategy and Ops Manager,SumUp,,,manual_import,ai-startup,,0,2026-04-16,no_reply,2026-04-16,
deblock_strategy_and_ops_manager_2026_04_16,Strategy and Ops Manager,Deblock,,,manual_import,ai-startup,,0,2026-04-16,no_reply,2026-04-16,
vendelux_strategic_business_operations_partner_2026_04_16,Strategic Business Operations Partner,Vendelux,,,manual_import,ai-startup,,0,2026-04-16,rejected_interview,,Round 1 — recruiter — Team did not select profile. Described as a very close decision.
deliveroo_promotions_strategy_manager_2026_04_16,Promotions Strategy Manager,Deliveroo,,,manual_import,ai-startup,,0,2026-04-16,no_reply,2026-04-16,
forter_strategy_ops_associate_2026_04_16,Strategy Ops Associate,Forter,,,manual_import,ai-startup,,0,2026-04-16,rejected_interview,,Round 1 — recruiter — Team did not select profile. Described as a very close decision.
parloa_business_generalist_2026_04_16,Business Generalist,Parloa,,,manual_import,ai-startup,,0,2026-04-16,no_reply,2026-04-16,
workstream_strategic_project_lead_2026_04_16,Strategic Project Lead,Workstream,,,manual_import,ai-startup,,0,2026-04-16,no_reply,2026-04-16,
fay_bizops_2026_04_16,BizOps,Fay,,,manual_import,startup,,0,2026-04-16,no_reply,2026-04-16,
permit_flow_bizops_2026_04_17,BizOps,Permit Flow,,,manual_import,ai-startup,,0,2026-04-17,no_reply,2026-04-17,
cobalt_id_chief_of_staff_2026_04_23,Chief of Staff,Cobalt ID,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
snorkel_ai_contributor_experience_2026_04_23,Contributor Experience,Snorkel AI,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
tilt_strategy___ops_manager_2026_04_23,Strategy & Ops Manager,Tilt,,,manual_import,startup,,0,2026-04-23,no_reply,2026-04-23,
deutsche_bank_strategic_dev_lead_2026_04_23,Strategic Dev Lead,Deutsche Bank,,,manual_import,big-finance,,0,2026-04-23,no_reply,2026-04-23,
ambience_chief_of_staff_2026_04_23,Chief of Staff,Ambience,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
pebl__2026_04_23,(not recorded),Pebl,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
relay_strategy___ops_manager_2026_04_23,Strategy & Ops Manager,Relay,,,manual_import,ai-startup,,0,2026-04-23,rejected_interview,,Round 2 — hiring manager — Very rude and combative interview process. Eliminated after HM round.
arrive_bizops_2026_04_23,BizOps,Arrive,,,manual_import,startup,,0,2026-04-23,no_reply,2026-04-23,
voi_strategic_ops_lead_2026_04_23,Strategic Ops Lead,Voi,,,manual_import,startup,,0,2026-04-23,no_reply,2026-04-23,
numan_strategy_and_commercial_manager_2026_04_23,Strategy and Commercial Manager,Numan,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
tiktok_strategy___ops_manager_2026_04_23,Strategy & Ops Manager,TikTok,,,manual_import,big-tech,,0,2026-04-23,no_reply,2026-04-23,
tricentis_gtm_strategy_and_ops_2026_04_23,GTM Strategy and Ops,Tricentis,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
cordis_strategic_initiatives_associate_2026_04_23,Strategic Initiatives Associate,Cordis,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
d_local_strategy_manager_2026_04_23,Strategy Manager,d.local,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
revin_strategy___ops_manager_2026_04_23,Strategy & Ops Manager,Revin,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
serval_gtm_strategy_and_ops_2026_04_23,GTM Strategy and Ops,Serval,,,manual_import,ai-startup,,0,2026-04-23,no_reply,2026-04-23,
chime_strategic_ops_lead_2026_04_26,Strategic Ops Lead,Chime,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
zoox_gtm_2026_04_26,GTM,Zoox,,,manual_import,big-tech,,0,2026-04-26,no_reply,2026-04-26,
tabs_strategy___operations_2026_04_26,Strategy & Operations,Tabs,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
verve_chief_of_staff_2026_04_26,Chief of Staff,Verve,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
jpmorgan_digital_strategy_2026_04_26,Digital Strategy,JPMorgan,,,manual_import,big-finance,,0,2026-04-26,rejected_interview,,"Round 3 — case — Very disorganized process. Scheduling worked against candidate, had to follow up too many times. Eliminated after case round 3."
salesforce_gtm_strategy_manager_2026_04_26,GTM Strategy Manager,Salesforce,,,manual_import,big-tech,,0,2026-04-26,no_reply,2026-04-26,
locate_chief_of_staff_2026_04_26,Chief of Staff,Locate,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
rowspace_strategy_and_ops_2026_04_26,Strategy and Ops,Rowspace,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
scrunch_ai_strategist_2026_04_26,AI Strategist,Scrunch,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
gamma_gtm_2026_04_26,GTM,Gamma,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
serval_gtm_2026_04_26,GTM,Serval,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
salient_gtm_founders_office_2026_04_26,GTM Founders Office,Salient,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
palo_alto_networks_gtm_2026_04_26,GTM,Palo Alto Networks,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
multiverse_data_portfolio_lead_2026_04_26,Data Portfolio Lead,Multiverse,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
multiverse_ai_portfolio_lead_2026_04_26,AI Portfolio Lead,Multiverse,,,manual_import,ai-startup,,0,2026-04-26,no_reply,2026-04-26,
mistral_ai_ai_deployment_strategist_2026_04_27,AI Deployment Strategist,Mistral AI,,,manual_import,ai-startup,,0,2026-04-27,no_reply,2026-04-27,
relay_associate_chief_of_staff_2026_04_28,Associate Chief of Staff,Relay,,,manual_import,ai-startup,,0,2026-04-28,no_reply,2026-04-28,
scale_ai_strategic_project_lead_2026_04_28,Strategic Project Lead,Scale AI,,,manual_import,ai-startup,,0,2026-04-28,no_reply,2026-04-28,
lindus_ai_tools_builder_2026_04_28,AI Tools Builder,Lindus,,,manual_import,ai-startup,,0,2026-04-28,no_reply,2026-04-28,
kore_ai_gtm_strategy_and_intelligence_manager_2026_04_28,GTM Strategy and Intelligence Manager,Kore.ai,,,manual_import,ai-startup,,0,2026-04-28,no_reply,2026-04-28,
valence_strategy_and_ops_2026_04_28,Strategy and Ops,Valence,,,manual_import,ai-startup,,0,2026-04-28,no_reply,2026-04-28,
confirmo_product_ops_manager_2026_04_29,Product Ops Manager,Confirmo,,,manual_import,ai-startup,,0,2026-04-29,no_reply,2026-04-29,
allwyn_business_manager_to_cto_2026_04_29,Business Manager to CTO,Allwyn,,,manual_import,big-finance,,0,2026-04-29,no_reply,2026-04-29,
faculty_senior_manager__strategy_and_ops_2026_04_29,"Senior Manager, Strategy and Ops",Faculty,,,manual_import,ai-startup,,0,2026-04-29,no_reply,2026-04-29,
deducta_ai_deployment_strategist_2026_04_29,AI Deployment Strategist,Deducta,,,manual_import,ai-startup,,0,2026-04-29,no_reply,2026-04-29,
raylo_strategy_and_analytics_manager_2026_04_29,Strategy and Analytics Manager,Raylo,,,manual_import,fintech,,0,2026-04-29,no_reply,2026-04-29,
swift_digital_assets_strategic_execution_lead_2026_04_29,Digital Assets Strategic Execution Lead,Swift,,,manual_import,big-finance,,0,2026-04-29,no_reply,2026-04-29,
zinier_founder_s_associate_2026_04_29,Founder's Associate,Zinier,,,manual_import,ai-startup,,0,2026-04-29,no_reply,2026-04-29,
locate_chief_of_staff_2026_04_30,Chief of Staff,Locate,,,manual_import,ai-startup,,0,2026-04-30,no_reply,2026-04-30,
entain_senior_strategy_manager_2026_04_30,Senior Strategy Manager,Entain,,,manual_import,big-finance,,0,2026-04-30,no_reply,2026-04-30,
finastra_lead___portfolio_strategy_2026_04_30,Lead - Portfolio Strategy,Finastra,,,manual_import,big-finance,,0,2026-04-30,no_reply,2026-04-30,
cloudflare_strategy___gtm_2026_04_30,Strategy / GTM,Cloudflare,,,manual_import,startup,,0,2026-04-30,no_reply,2026-04-30,
legora_gtm_strategy_and_ops_2026_04_30,GTM Strategy and Ops,Legora,,,manual_import,ai-startup,,0,2026-04-30,no_reply,2026-04-30,
peregrine_deployment_strategist__uk_2026_04_30,"Deployment Strategist, UK",Peregrine,,,manual_import,ai-startup,,0,2026-04-30,no_reply,2026-04-30,
moloco_strategic_growth_manager_2026_04_30,Strategic Growth Manager,Moloco,,,manual_import,ai-startup,,0,2026-04-30,no_reply,2026-04-30,
celonis_vp_gtm_operations_2026_04_30,VP GTM Operations,Celonis,,,manual_import,startup,,0,2026-04-30,no_reply,2026-04-30,
attest_workflow_ops_2026_04_30,Workflow Ops,Attest,,,manual_import,ai-startup,,0,2026-04-30,no_reply,2026-04-30,
terra_partner_strategist_2026_04_30,Partner Strategist,Terra,,,manual_import,startup,,0,2026-04-30,no_reply,2026-04-30,
orbital_strategy_2026_04_30,Strategy,Orbital,,,manual_import,ai-startup,,0,2026-04-30,no_reply,2026-04-30,
flatpay_chief_of_staff_2026_04_30,Chief of Staff,Flatpay,,,manual_import,ai-startup,,0,2026-04-30,no_reply,2026-04-30,
veed_strategy_and_ops_2026_05_02,Strategy and Ops,Veed,,,manual_import,startup,,0,2026-05-02,no_reply,2026-05-02,
fyxer_product_team_2026_05_02,Product Team,Fyxer,,,manual_import,ai-startup,,0,2026-05-02,no_reply,2026-05-02,
omnea_founding_engineer_or_similar_2026_05_02,Founding Engineer or similar,Omnea,,,manual_import,ai-startup,,0,2026-05-02,no_reply,2026-05-02,
verto_strategy_operations_analyst__founder_s_associate_scheme__2026_05_02,Strategy Operations Analyst (Founder's Associate Scheme),Verto,,,manual_import,ai-startup,,0,2026-05-02,no_reply,2026-05-02,
pivotal_partners_founder_s_associate_2026_05_02,Founder's Associate,Pivotal Partners,,,manual_import,vc-firm,,0,2026-05-02,no_reply,2026-05-02,
vertice_business_development_representative_2026_05_02,Business Development Representative,Vertice,,,manual_import,startup,,0,2026-05-02,no_reply,2026-05-02,
normal_deployment_strategist__uk_2026_05_02,"Deployment Strategist, UK",Normal,,,manual_import,ai-startup,,0,2026-05-02,no_reply,2026-05-02,
coreweave_deployment_strategist__uk_2026_05_02,"Deployment Strategist, UK",Coreweave,,,manual_import,ai-startup,,0,2026-05-02,no_reply,2026-05-02,
actively_ai_gtm_ops_lead_2026_05_03,GTM Ops Lead,Actively AI,,,manual_import,ai-startup,,0,2026-05-03,no_reply,2026-05-03,
nscale_droid_2026_05_03,Droid,Nscale,,,manual_import,ai-startup,,0,2026-05-03,no_reply,2026-05-03,
standard_bots_strategy___ops_manager_2026_05_05,Strategy & Ops Manager,Standard Bots,,,manual_import,ai-startup,,0,2026-05-05,no_reply,2026-05-05,
